Jun 03 15:03:58 ip-172-31-21-224 kubelet[4433]: I0603 15:03:58.574695    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.13] for pod "acmeair-flightservice-76d48bfb54-7hgjh_default(6cc2c03d-9b75-492a-922b-707a87aa957c)" after sandbox changed
Jun 03 15:03:58 ip-172-31-21-224 kubelet[4433]: I0603 15:03:58.587565    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-vt7g7_default"
Jun 03 15:03:58 ip-172-31-21-224 kubelet[4433]: I0603 15:03:58.664223    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.15] for pod "acmeair-flightservice-76d48bfb54-vt7g7_default(fee0d369-f81e-48d5-a8fb-b75932eec610)" after sandbox changed
Jun 03 15:03:58 ip-172-31-21-224 kubelet[4433]: I0603 15:03:58.783225    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-m6k5j" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:03:58 ip-172-31-21-224 kubelet[4433]: I0603 15:03:58.795707    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-7hgjh" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:03:58 ip-172-31-21-224 kubelet[4433]: I0603 15:03:58.909750    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-vt7g7" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:53 ip-172-31-21-224 kubelet[4433]: I0603 15:05:53.144642    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-bhsfv_default(0086636e-a57b-4f4e-98c5-797ea7e7279d)"
Jun 03 15:05:53 ip-172-31-21-224 kubelet[4433]: I0603 15:05:53.169134    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-2q5mj_default(06c61489-5cb4-4d06-a3fe-e1b3d54c7287)"
Jun 03 15:05:53 ip-172-31-21-224 kubelet[4433]: I0603 15:05:53.207651    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-bmpbj_default(da5d0a26-1cd5-4123-b7f4-7f2ec2e89aaa)"
Jun 03 15:05:54 ip-172-31-21-224 kubelet[4433]: I0603 15:05:54.972347    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-2q5mj_default"
Jun 03 15:05:54 ip-172-31-21-224 kubelet[4433]: I0603 15:05:54.972775    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-bhsfv_default"
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.054708    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-bmpbj_default"
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.122749    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.17] for pod "acmeair-flightservice-76d48bfb54-bhsfv_default(0086636e-a57b-4f4e-98c5-797ea7e7279d)" after sandbox changed
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.123177    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.16] for pod "acmeair-flightservice-76d48bfb54-2q5mj_default(06c61489-5cb4-4d06-a3fe-e1b3d54c7287)" after sandbox changed
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.146701    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.18] for pod "acmeair-flightservice-76d48bfb54-bmpbj_default(da5d0a26-1cd5-4123-b7f4-7f2ec2e89aaa)" after sandbox changed
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.335270    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-bhsfv" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.369090    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-2q5mj" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:55 ip-172-31-21-224 kubelet[4433]: I0603 15:05:55.386209    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-bmpbj" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:53 ip-172-31-17-97 kubelet[4436]: I0603 15:05:53.138686    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-v2cbc_default(65a2b9da-c524-4889-acfa-12ae8bcae42d)"
Jun 03 15:05:53 ip-172-31-17-97 kubelet[4436]: I0603 15:05:53.177003    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-gfsvm_default(d55dd0bd-0633-4b51-9ace-d80bc4299641)"
Jun 03 15:05:53 ip-172-31-17-97 kubelet[4436]: I0603 15:05:53.211903    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-whmbk_default(a1963bfa-71b3-4391-8864-571935334ff8)"
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.063108    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-gfsvm_default"
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.068191    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-v2cbc_default"
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.096066    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-whmbk_default"
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.219366    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.16] for pod "acmeair-flightservice-76d48bfb54-gfsvm_default(d55dd0bd-0633-4b51-9ace-d80bc4299641)" after sandbox changed
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.220184    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.18] for pod "acmeair-flightservice-76d48bfb54-v2cbc_default(65a2b9da-c524-4889-acfa-12ae8bcae42d)" after sandbox changed
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.230420    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.17] for pod "acmeair-flightservice-76d48bfb54-whmbk_default(a1963bfa-71b3-4391-8864-571935334ff8)" after sandbox changed
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.428531    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-v2cbc" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.440622    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-whmbk" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:54 ip-172-31-17-97 kubelet[4436]: I0603 15:05:54.443266    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-gfsvm" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:53 ip-172-31-21-16 kubelet[4419]: I0603 15:05:53.057034    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-cmqt8_default(f87652d5-6b06-4f68-b782-f512b76007f4)"
Jun 03 15:05:53 ip-172-31-21-16 kubelet[4419]: I0603 15:05:53.162579    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-xn9rk_default(753d4b09-4691-44ce-83aa-1ede9f29b3a9)"
Jun 03 15:05:53 ip-172-31-21-16 kubelet[4419]: I0603 15:05:53.180646    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-xrdbn_default(7f053734-8706-4364-99be-7fdd8cb2b4a1)"
Jun 03 15:05:53 ip-172-31-21-16 kubelet[4419]: I0603 15:05:53.225767    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-72rcl_default(e231f946-7c12-48f0-bc05-9643af240819)"
Jun 03 15:05:53 ip-172-31-21-16 kubelet[4419]: I0603 15:05:53.873396    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-cmqt8_default"
Jun 03 15:05:53 ip-172-31-21-16 kubelet[4419]: I0603 15:05:53.953483    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.18] for pod "acmeair-flightservice-76d48bfb54-cmqt8_default(f87652d5-6b06-4f68-b782-f512b76007f4)" after sandbox changed
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.053355    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-72rcl_default"
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.057314    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-xn9rk_default"
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.097802    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-xrdbn_default"
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.222560    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.19] for pod "acmeair-flightservice-76d48bfb54-xn9rk_default(753d4b09-4691-44ce-83aa-1ede9f29b3a9)" after sandbox changed
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.225850    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.20] for pod "acmeair-flightservice-76d48bfb54-72rcl_default(e231f946-7c12-48f0-bc05-9643af240819)" after sandbox changed
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.242735    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.21] for pod "acmeair-flightservice-76d48bfb54-xrdbn_default(7f053734-8706-4364-99be-7fdd8cb2b4a1)" after sandbox changed
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.300982    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-cmqt8" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.548439    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-xrdbn" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.569762    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-72rcl" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:05:54 ip-172-31-21-16 kubelet[4419]: I0603 15:05:54.637634    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-xn9rk" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:36 ip-172-31-17-97 kubelet[4436]: I0603 15:07:36.919731    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-ww6x2_default(b353b8ce-0e39-4be0-baa1-056579f0b97b)"
Jun 03 15:07:36 ip-172-31-17-97 kubelet[4436]: I0603 15:07:36.984066    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-pxnll_default(03fb1b79-21c8-4158-9941-a12da4251a01)"
Jun 03 15:07:37 ip-172-31-17-97 kubelet[4436]: I0603 15:07:37.023564    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-pwldx_default(f9576261-a67b-4e0e-9a45-75ef5d5c7bb8)"
Jun 03 15:07:37 ip-172-31-17-97 kubelet[4436]: I0603 15:07:37.749571    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-ww6x2_default"
Jun 03 15:07:37 ip-172-31-17-97 kubelet[4436]: I0603 15:07:37.785311    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-pxnll_default"
Jun 03 15:07:37 ip-172-31-17-97 kubelet[4436]: I0603 15:07:37.851756    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.19] for pod "acmeair-flightservice-76d48bfb54-ww6x2_default(b353b8ce-0e39-4be0-baa1-056579f0b97b)" after sandbox changed
Jun 03 15:07:37 ip-172-31-17-97 kubelet[4436]: I0603 15:07:37.880248    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.20] for pod "acmeair-flightservice-76d48bfb54-pxnll_default(03fb1b79-21c8-4158-9941-a12da4251a01)" after sandbox changed
Jun 03 15:07:37 ip-172-31-17-97 kubelet[4436]: I0603 15:07:37.918665    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-pwldx_default"
Jun 03 15:07:38 ip-172-31-17-97 kubelet[4436]: I0603 15:07:38.021979    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.21] for pod "acmeair-flightservice-76d48bfb54-pwldx_default(f9576261-a67b-4e0e-9a45-75ef5d5c7bb8)" after sandbox changed
Jun 03 15:07:38 ip-172-31-17-97 kubelet[4436]: I0603 15:07:38.118928    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-ww6x2" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-17-97 kubelet[4436]: I0603 15:07:38.125164    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-pxnll" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-17-97 kubelet[4436]: I0603 15:07:38.283435    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-pwldx" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:36 ip-172-31-21-16 kubelet[4419]: I0603 15:07:36.903555    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-k2ktv_default(12379688-4f1d-4343-91b5-763481bddbf7)"
Jun 03 15:07:36 ip-172-31-21-16 kubelet[4419]: I0603 15:07:36.948022    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-cfrf7_default(e862b030-e0a4-4886-843b-0b183dbc7e81)"
Jun 03 15:07:36 ip-172-31-21-16 kubelet[4419]: I0603 15:07:36.991176    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-n6bgk_default(6916558d-4a8c-45be-b6aa-887fd890af45)"
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.007234    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-klk8r_default(22ef88de-1c57-41bf-952d-1680f5c41ba1)"
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.781690    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-k2ktv_default"
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.847852    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-cfrf7_default"
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.860644    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-n6bgk_default"
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.899503    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.22] for pod "acmeair-flightservice-76d48bfb54-k2ktv_default(12379688-4f1d-4343-91b5-763481bddbf7)" after sandbox changed
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.969529    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.23] for pod "acmeair-flightservice-76d48bfb54-cfrf7_default(e862b030-e0a4-4886-843b-0b183dbc7e81)" after sandbox changed
Jun 03 15:07:37 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.991244    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.24] for pod "acmeair-flightservice-76d48bfb54-n6bgk_default(6916558d-4a8c-45be-b6aa-887fd890af45)" after sandbox changed
Jun 03 15:07:38 ip-172-31-21-16 kubelet[4419]: I0603 15:07:37.999107    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-klk8r_default"
Jun 03 15:07:38 ip-172-31-21-16 kubelet[4419]: I0603 15:07:38.096763    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.25] for pod "acmeair-flightservice-76d48bfb54-klk8r_default(22ef88de-1c57-41bf-952d-1680f5c41ba1)" after sandbox changed
Jun 03 15:07:38 ip-172-31-21-16 kubelet[4419]: I0603 15:07:38.119836    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-k2ktv" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-21-16 kubelet[4419]: I0603 15:07:38.270650    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-cfrf7" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-21-16 kubelet[4419]: I0603 15:07:38.278165    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-n6bgk" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-21-16 kubelet[4419]: I0603 15:07:38.524067    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-klk8r" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:36 ip-172-31-21-224 kubelet[4433]: I0603 15:07:36.916057    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-knxfp_default(c98d98da-10aa-4e75-91f1-9d6ea815225e)"
Jun 03 15:07:36 ip-172-31-21-224 kubelet[4433]: I0603 15:07:36.973778    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-zfd96_default(ef4641c9-3368-4259-9cdc-85e3040b57fe)"
Jun 03 15:07:36 ip-172-31-21-224 kubelet[4433]: I0603 15:07:36.996682    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-9xqtd_default(0ca383a5-4249-4056-811d-275f4e148a2b)"
Jun 03 15:07:37 ip-172-31-21-224 kubelet[4433]: I0603 15:07:37.721631    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-zfd96_default"
Jun 03 15:07:37 ip-172-31-21-224 kubelet[4433]: I0603 15:07:37.759907    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-knxfp_default"
Jun 03 15:07:37 ip-172-31-21-224 kubelet[4433]: I0603 15:07:37.768910    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-9xqtd_default"
Jun 03 15:07:37 ip-172-31-21-224 kubelet[4433]: I0603 15:07:37.835237    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.19] for pod "acmeair-flightservice-76d48bfb54-zfd96_default(ef4641c9-3368-4259-9cdc-85e3040b57fe)" after sandbox changed
Jun 03 15:07:37 ip-172-31-21-224 kubelet[4433]: I0603 15:07:37.909975    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.21] for pod "acmeair-flightservice-76d48bfb54-knxfp_default(c98d98da-10aa-4e75-91f1-9d6ea815225e)" after sandbox changed
Jun 03 15:07:37 ip-172-31-21-224 kubelet[4433]: I0603 15:07:37.947256    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.20] for pod "acmeair-flightservice-76d48bfb54-9xqtd_default(0ca383a5-4249-4056-811d-275f4e148a2b)" after sandbox changed
Jun 03 15:07:38 ip-172-31-21-224 kubelet[4433]: I0603 15:07:38.132699    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-knxfp" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-21-224 kubelet[4433]: I0603 15:07:38.132724    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-zfd96" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:07:38 ip-172-31-21-224 kubelet[4433]: I0603 15:07:38.269580    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-9xqtd" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:37 ip-172-31-17-97 kubelet[4436]: I0603 15:09:37.724108    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-6twjp_default(5f81a865-3a4a-40f1-b74b-f2dd6efae369)"
Jun 03 15:09:37 ip-172-31-17-97 kubelet[4436]: I0603 15:09:37.770052    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-h4tsw_default(ff3f6431-e70b-4aec-957c-b511dc0b20d2)"
Jun 03 15:09:37 ip-172-31-17-97 kubelet[4436]: I0603 15:09:37.863025    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-5nszl_default(5ab3ea75-c043-45d2-b3a3-3b29aebd8a48)"
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.505582    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-h4tsw_default"
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.510264    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-6twjp_default"
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.675237    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-5nszl_default"
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.685051    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.23] for pod "acmeair-flightservice-76d48bfb54-6twjp_default(5f81a865-3a4a-40f1-b74b-f2dd6efae369)" after sandbox changed
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.688440    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.22] for pod "acmeair-flightservice-76d48bfb54-h4tsw_default(ff3f6431-e70b-4aec-957c-b511dc0b20d2)" after sandbox changed
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.780637    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.24] for pod "acmeair-flightservice-76d48bfb54-5nszl_default(5ab3ea75-c043-45d2-b3a3-3b29aebd8a48)" after sandbox changed
Jun 03 15:09:38 ip-172-31-17-97 kubelet[4436]: I0603 15:09:38.987153    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-h4tsw" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:39 ip-172-31-17-97 kubelet[4436]: I0603 15:09:39.032183    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-6twjp" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:39 ip-172-31-17-97 kubelet[4436]: I0603 15:09:39.082433    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-5nszl" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:37 ip-172-31-21-16 kubelet[4419]: I0603 15:09:37.704951    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-jwd6f_default(baa5be04-64b0-415f-a268-9543c9a9dee1)"
Jun 03 15:09:37 ip-172-31-21-16 kubelet[4419]: I0603 15:09:37.784684    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-t2mhf_default(fdf4113e-273d-40bb-a86f-21a55cc7e3e2)"
Jun 03 15:09:37 ip-172-31-21-16 kubelet[4419]: I0603 15:09:37.785573    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-8nw4x_default(87c34d72-934f-45c7-bfe2-aec160717283)"
Jun 03 15:09:37 ip-172-31-21-16 kubelet[4419]: I0603 15:09:37.849416    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-fjnhs_default(d1df85a9-351f-4175-84de-17e2ecf983fb)"
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.654044    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-jwd6f_default"
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.698936    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-fjnhs_default"
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.768199    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-8nw4x_default"
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.772584    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-t2mhf_default"
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.778260    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.26] for pod "acmeair-flightservice-76d48bfb54-jwd6f_default(baa5be04-64b0-415f-a268-9543c9a9dee1)" after sandbox changed
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.806812    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.27] for pod "acmeair-flightservice-76d48bfb54-fjnhs_default(d1df85a9-351f-4175-84de-17e2ecf983fb)" after sandbox changed
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.880767    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.28] for pod "acmeair-flightservice-76d48bfb54-8nw4x_default(87c34d72-934f-45c7-bfe2-aec160717283)" after sandbox changed
Jun 03 15:09:38 ip-172-31-21-16 kubelet[4419]: I0603 15:09:38.905469    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.29] for pod "acmeair-flightservice-76d48bfb54-t2mhf_default(fdf4113e-273d-40bb-a86f-21a55cc7e3e2)" after sandbox changed
Jun 03 15:09:39 ip-172-31-21-16 kubelet[4419]: I0603 15:09:39.040098    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-jwd6f" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:39 ip-172-31-21-16 kubelet[4419]: I0603 15:09:39.111923    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-fjnhs" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:39 ip-172-31-21-16 kubelet[4419]: I0603 15:09:39.166559    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-8nw4x" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
