Jun 03 15:09:39 ip-172-31-21-16 kubelet[4419]: I0603 15:09:39.235292    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-t2mhf" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:37 ip-172-31-21-224 kubelet[4433]: I0603 15:09:37.715934    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-hjhgq_default(b8519267-1070-456a-a4eb-1db6fe0a29a1)"
Jun 03 15:09:37 ip-172-31-21-224 kubelet[4433]: I0603 15:09:37.770163    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-w9fhh_default(de57ea45-dfd3-4386-902c-671e96865999)"
Jun 03 15:09:37 ip-172-31-21-224 kubelet[4433]: I0603 15:09:37.799534    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-q4dw4_default(fcc5740e-f98c-4920-9295-f40d62ce8e85)"
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.456921    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-hjhgq_default"
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.473208    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-w9fhh_default"
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.517192    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-q4dw4_default"
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.595100    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.22] for pod "acmeair-flightservice-76d48bfb54-hjhgq_default(b8519267-1070-456a-a4eb-1db6fe0a29a1)" after sandbox changed
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.631347    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.24] for pod "acmeair-flightservice-76d48bfb54-q4dw4_default(fcc5740e-f98c-4920-9295-f40d62ce8e85)" after sandbox changed
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.634494    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.23] for pod "acmeair-flightservice-76d48bfb54-w9fhh_default(de57ea45-dfd3-4386-902c-671e96865999)" after sandbox changed
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.872937    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-q4dw4" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.885979    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-hjhgq" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:09:38 ip-172-31-21-224 kubelet[4433]: I0603 15:09:38.958254    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-w9fhh" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:23 ip-172-31-17-97 kubelet[4436]: I0603 15:12:23.588214    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-n4pxj_default(c563795c-b697-4d1e-a921-f87d4bb901be)"
Jun 03 15:12:23 ip-172-31-17-97 kubelet[4436]: I0603 15:12:23.668713    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-sk4tb_default(d6a4bf43-2d08-4bff-8544-bc2a72cd6e80)"
Jun 03 15:12:23 ip-172-31-17-97 kubelet[4436]: I0603 15:12:23.774384    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-w455z_default(0acb3985-8f40-43ce-9911-8acff4fcd84d)"
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.331055    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-n4pxj_default"
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.427430    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.25] for pod "acmeair-flightservice-76d48bfb54-n4pxj_default(c563795c-b697-4d1e-a921-f87d4bb901be)" after sandbox changed
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.442401    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-sk4tb_default"
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.546555    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.26] for pod "acmeair-flightservice-76d48bfb54-sk4tb_default(d6a4bf43-2d08-4bff-8544-bc2a72cd6e80)" after sandbox changed
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.569140    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-w455z_default"
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.678482    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.27] for pod "acmeair-flightservice-76d48bfb54-w455z_default(0acb3985-8f40-43ce-9911-8acff4fcd84d)" after sandbox changed
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.783115    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-n4pxj" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.974944    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-w455z" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:24 ip-172-31-17-97 kubelet[4436]: I0603 15:12:24.991959    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-sk4tb" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:23 ip-172-31-21-16 kubelet[4419]: I0603 15:12:23.490004    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-z5vbp_default(80912b18-da5e-4b47-a1cd-4a5869d9537e)"
Jun 03 15:12:23 ip-172-31-21-16 kubelet[4419]: I0603 15:12:23.653183    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-xt5mk_default(bc269567-df7b-4a66-9721-779cfc402864)"
Jun 03 15:12:23 ip-172-31-21-16 kubelet[4419]: I0603 15:12:23.673039    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-ddch4_default(d646d437-7545-43b0-b65a-83a1578dced8)"
Jun 03 15:12:23 ip-172-31-21-16 kubelet[4419]: I0603 15:12:23.735528    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-8x6hx_default(47040978-3715-4fda-b051-cf64181b0fba)"
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.244336    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-z5vbp_default"
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.366861    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.30] for pod "acmeair-flightservice-76d48bfb54-z5vbp_default(80912b18-da5e-4b47-a1cd-4a5869d9537e)" after sandbox changed
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.462073    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-ddch4_default"
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.497557    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-xt5mk_default"
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.583311    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-8x6hx_default"
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.596330    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.32] for pod "acmeair-flightservice-76d48bfb54-xt5mk_default(bc269567-df7b-4a66-9721-779cfc402864)" after sandbox changed
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.621410    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.31] for pod "acmeair-flightservice-76d48bfb54-ddch4_default(d646d437-7545-43b0-b65a-83a1578dced8)" after sandbox changed
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.653674    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-z5vbp" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.684062    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.33] for pod "acmeair-flightservice-76d48bfb54-8x6hx_default(47040978-3715-4fda-b051-cf64181b0fba)" after sandbox changed
Jun 03 15:12:24 ip-172-31-21-16 kubelet[4419]: I0603 15:12:24.970906    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-xt5mk" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:25 ip-172-31-21-16 kubelet[4419]: I0603 15:12:25.014540    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-ddch4" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:25 ip-172-31-21-16 kubelet[4419]: I0603 15:12:25.037919    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-8x6hx" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:23 ip-172-31-21-224 kubelet[4433]: I0603 15:12:23.543898    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-nkgfb_default(d9239504-59a9-4eac-a54a-388644f32df2)"
Jun 03 15:12:23 ip-172-31-21-224 kubelet[4433]: I0603 15:12:23.653301    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-d2gx5_default(4a29221a-71ca-4ef5-95a5-1e8080474e75)"
Jun 03 15:12:23 ip-172-31-21-224 kubelet[4433]: I0603 15:12:23.736828    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-vjkkc_default(8c90fd49-bb46-4f04-b41f-3b8994608bc7)"
Jun 03 15:12:24 ip-172-31-21-224 kubelet[4433]: I0603 15:12:24.498349    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-nkgfb_default"
Jun 03 15:12:24 ip-172-31-21-224 kubelet[4433]: I0603 15:12:24.659096    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.25] for pod "acmeair-flightservice-76d48bfb54-nkgfb_default(d9239504-59a9-4eac-a54a-388644f32df2)" after sandbox changed
Jun 03 15:12:24 ip-172-31-21-224 kubelet[4433]: I0603 15:12:24.698807    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-d2gx5_default"
Jun 03 15:12:24 ip-172-31-21-224 kubelet[4433]: I0603 15:12:24.786548    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-vjkkc_default"
Jun 03 15:12:24 ip-172-31-21-224 kubelet[4433]: I0603 15:12:24.868866    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.26] for pod "acmeair-flightservice-76d48bfb54-d2gx5_default(4a29221a-71ca-4ef5-95a5-1e8080474e75)" after sandbox changed
Jun 03 15:12:24 ip-172-31-21-224 kubelet[4433]: I0603 15:12:24.941474    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.27] for pod "acmeair-flightservice-76d48bfb54-vjkkc_default(8c90fd49-bb46-4f04-b41f-3b8994608bc7)" after sandbox changed
Jun 03 15:12:25 ip-172-31-21-224 kubelet[4433]: I0603 15:12:25.054701    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-nkgfb" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:25 ip-172-31-21-224 kubelet[4433]: I0603 15:12:25.189683    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-d2gx5" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:12:25 ip-172-31-21-224 kubelet[4433]: I0603 15:12:25.217129    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-vjkkc" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:17 ip-172-31-17-97 kubelet[4436]: I0603 15:14:17.450645    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-d72tp_default(7c24d049-696b-446d-994b-9ce196eadb1a)"
Jun 03 15:14:17 ip-172-31-17-97 kubelet[4436]: I0603 15:14:17.466757    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-nl2pn_default(2e3c21d6-51a2-473d-8f27-e1a9582094fb)"
Jun 03 15:14:17 ip-172-31-17-97 kubelet[4436]: I0603 15:14:17.496616    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-7mnn6_default(43f69a41-1dfa-4537-8ace-16db50b514c7)"
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.372430    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-nl2pn_default"
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.400849    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-d72tp_default"
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.403289    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-7mnn6_default"
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.495236    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.29] for pod "acmeair-flightservice-76d48bfb54-d72tp_default(7c24d049-696b-446d-994b-9ce196eadb1a)" after sandbox changed
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.500994    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.28] for pod "acmeair-flightservice-76d48bfb54-nl2pn_default(2e3c21d6-51a2-473d-8f27-e1a9582094fb)" after sandbox changed
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.509421    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.30] for pod "acmeair-flightservice-76d48bfb54-7mnn6_default(43f69a41-1dfa-4537-8ace-16db50b514c7)" after sandbox changed
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.706744    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-7mnn6" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.758489    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-nl2pn" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:18 ip-172-31-17-97 kubelet[4436]: I0603 15:14:18.759354    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-d72tp" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:17 ip-172-31-21-16 kubelet[4419]: I0603 15:14:17.408657    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-596s6_default(3d68c9aa-86e7-46bf-9ff6-0151fb7f2839)"
Jun 03 15:14:17 ip-172-31-21-16 kubelet[4419]: I0603 15:14:17.447349    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-jxrww_default(5dffdea2-c808-4c28-ad42-0201cae55e26)"
Jun 03 15:14:17 ip-172-31-21-16 kubelet[4419]: I0603 15:14:17.487002    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-qq5lg_default(3eeb4e70-c998-49fc-b751-7605fa1d4e6c)"
Jun 03 15:14:17 ip-172-31-21-16 kubelet[4419]: I0603 15:14:17.500558    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-v6cqn_default(32fb4403-be08-4df8-a91f-3762f30c1cea)"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.235546    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-596s6_default"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.237727    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-jxrww_default"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.293466    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-qq5lg_default"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.363817    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-v6cqn_default"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.377877    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.34] for pod "acmeair-flightservice-76d48bfb54-596s6_default(3d68c9aa-86e7-46bf-9ff6-0151fb7f2839)" after sandbox changed
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.416395    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.35] for pod "acmeair-flightservice-76d48bfb54-jxrww_default(5dffdea2-c808-4c28-ad42-0201cae55e26)" after sandbox changed
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.445703    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.36] for pod "acmeair-flightservice-76d48bfb54-qq5lg_default(3eeb4e70-c998-49fc-b751-7605fa1d4e6c)" after sandbox changed
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.486814    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.37] for pod "acmeair-flightservice-76d48bfb54-v6cqn_default(32fb4403-be08-4df8-a91f-3762f30c1cea)" after sandbox changed
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.647946    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-596s6" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.806445    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-jxrww" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.850731    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-v6cqn" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:18 ip-172-31-21-16 kubelet[4419]: I0603 15:14:18.872613    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-qq5lg" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:17 ip-172-31-21-224 kubelet[4433]: I0603 15:14:17.444610    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-5gq5c_default(2934974e-ebc2-48b0-bc85-88ece524f8b8)"
Jun 03 15:14:17 ip-172-31-21-224 kubelet[4433]: I0603 15:14:17.450931    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-rg99l_default(f0d9a1be-6b5c-4a8f-a47d-79b92a04f005)"
Jun 03 15:14:17 ip-172-31-21-224 kubelet[4433]: I0603 15:14:17.497612    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-9z6v7_default(7e124deb-d1cd-4442-8425-aa48d24b6de4)"
Jun 03 15:14:19 ip-172-31-21-224 kubelet[4433]: I0603 15:14:19.828061    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-5gq5c_default"
Jun 03 15:14:19 ip-172-31-21-224 kubelet[4433]: I0603 15:14:19.852037    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-9z6v7_default"
Jun 03 15:14:19 ip-172-31-21-224 kubelet[4433]: I0603 15:14:19.893874    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-rg99l_default"
Jun 03 15:14:19 ip-172-31-21-224 kubelet[4433]: I0603 15:14:19.943575    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.28] for pod "acmeair-flightservice-76d48bfb54-5gq5c_default(2934974e-ebc2-48b0-bc85-88ece524f8b8)" after sandbox changed
Jun 03 15:14:19 ip-172-31-21-224 kubelet[4433]: I0603 15:14:19.966232    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.29] for pod "acmeair-flightservice-76d48bfb54-9z6v7_default(7e124deb-d1cd-4442-8425-aa48d24b6de4)" after sandbox changed
Jun 03 15:14:19 ip-172-31-21-224 kubelet[4433]: I0603 15:14:19.996700    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.30] for pod "acmeair-flightservice-76d48bfb54-rg99l_default(f0d9a1be-6b5c-4a8f-a47d-79b92a04f005)" after sandbox changed
Jun 03 15:14:20 ip-172-31-21-224 kubelet[4433]: I0603 15:14:20.249035    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-5gq5c" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:20 ip-172-31-21-224 kubelet[4433]: I0603 15:14:20.263752    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-rg99l" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:14:20 ip-172-31-21-224 kubelet[4433]: I0603 15:14:20.274399    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-9z6v7" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:19 ip-172-31-17-97 kubelet[4436]: I0603 15:16:19.715217    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-m67fg_default(aa84c9e4-42f9-4542-88fe-f1e54b9b1972)"
Jun 03 15:16:19 ip-172-31-17-97 kubelet[4436]: I0603 15:16:19.737124    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-l2wgp_default(c0891d7c-e331-4b8d-8e41-5f80e593989e)"
Jun 03 15:16:19 ip-172-31-17-97 kubelet[4436]: I0603 15:16:19.761642    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-8hnht_default(d518d0d5-0dc4-49b8-9b54-629b2f06d899)"
Jun 03 15:16:20 ip-172-31-17-97 kubelet[4436]: I0603 15:16:20.655170    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-l2wgp_default"
Jun 03 15:16:20 ip-172-31-17-97 kubelet[4436]: I0603 15:16:20.686268    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-m67fg_default"
Jun 03 15:16:20 ip-172-31-17-97 kubelet[4436]: I0603 15:16:20.688872    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-8hnht_default"
Jun 03 15:16:20 ip-172-31-17-97 kubelet[4436]: I0603 15:16:20.795333    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.31] for pod "acmeair-flightservice-76d48bfb54-l2wgp_default(c0891d7c-e331-4b8d-8e41-5f80e593989e)" after sandbox changed
Jun 03 15:16:20 ip-172-31-17-97 kubelet[4436]: I0603 15:16:20.838834    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.32] for pod "acmeair-flightservice-76d48bfb54-8hnht_default(d518d0d5-0dc4-49b8-9b54-629b2f06d899)" after sandbox changed
Jun 03 15:16:20 ip-172-31-17-97 kubelet[4436]: I0603 15:16:20.857046    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.33] for pod "acmeair-flightservice-76d48bfb54-m67fg_default(aa84c9e4-42f9-4542-88fe-f1e54b9b1972)" after sandbox changed
Jun 03 15:16:21 ip-172-31-17-97 kubelet[4436]: I0603 15:16:21.095542    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-l2wgp" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:21 ip-172-31-17-97 kubelet[4436]: I0603 15:16:21.117780    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-m67fg" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:21 ip-172-31-17-97 kubelet[4436]: I0603 15:16:21.121867    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-8hnht" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:19 ip-172-31-21-16 kubelet[4419]: I0603 15:16:19.682877    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-qxlvz_default(40da099b-6bbf-49e2-bc17-60b4ed57357f)"
Jun 03 15:16:19 ip-172-31-21-16 kubelet[4419]: I0603 15:16:19.719860    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-gqlw6_default(aa6b071f-1253-46dd-8164-3d242092a7c0)"
Jun 03 15:16:19 ip-172-31-21-16 kubelet[4419]: I0603 15:16:19.744401    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-rmz7p_default(3a965983-94af-4205-8eb9-3f50cc3dce95)"
Jun 03 15:16:19 ip-172-31-21-16 kubelet[4419]: I0603 15:16:19.771835    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-5tktc_default(17b47d37-9c87-4f5a-b875-4e82b06f067c)"
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.649879    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-qxlvz_default"
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.683230    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-gqlw6_default"
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.690651    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-5tktc_default"
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.716431    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-rmz7p_default"
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.837622    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.38] for pod "acmeair-flightservice-76d48bfb54-qxlvz_default(40da099b-6bbf-49e2-bc17-60b4ed57357f)" after sandbox changed
